id;author;author-aux;author-orcid;booktitle;cdate;cdrom;cite;cite-label;crossref;editor;editor-orcid;ee;ee-type;i;journal;key;mdate;month;note;note-type;number;pages;publisher;publtype;sub;sup;title;title-bibtex;tt;url;volume;year
271;Demetres D. Kouvatsos|John Almond;;;;;;;;;;;https://doi.org/10.1007/BF00299634;;;Acta Inf.;journals/acta/KouvatsosA88;2017-05-28;;Errata: Acta Inf. 26, 501 and 787;;3;241-267;;;;;Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.;;;db/journals/acta/acta26.html#KouvatsosA88;26;1988
272;Alexander Grigoriev|Gerhard J. Woeginger;;0000-0002-8391-235X;;;;;;;;;https://doi.org/10.1007/s00236-004-0150-2|https://www.wikidata.org/entity/Q57338968;;;Acta Inf.;journals/acta/GrigorievW04;2018-11-14;;;;2-3;83-97;;;;;Project scheduling with irregular costs: complexity, approximability, and algorithms.;;;db/journals/acta/acta41.html#GrigorievW04;41;2004
273;Andrzej Tarlecki|Donald Sannella;;0000-0002-7788-2991;;;;;;;;;https://doi.org/10.1007/BF00283329;;;Acta Inf.;journals/acta/SannellaT88;2018-11-02;;;;3;233-281;;;;;Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.;;;db/journals/acta/acta25.html#SannellaT88;25;1988
274;Henning Bordihn|Markus Holzer 0001;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0017-9;;;Acta Inf.;journals/acta/BordihnH06;2017-05-28;;;;4;223-242;;;;;Programmed grammars and their relation to the LBA problem.;;;db/journals/acta/acta43.html#BordihnH06;43;2006
275;Paul M. Zislis;;;;;;;;;;;https://doi.org/10.1007/BF00288729;;;Acta Inf.;journals/acta/Zislis74;2017-05-28;;;;;243-269;;;;;Semantic Decomposition of Computer Programs: An Aid to Program Testing.;;;db/journals/acta/acta4.html#Zislis74;4;1974
276;David Gries|Gary Levin;;0000-0002-7005-4704;;;;;;;;;https://doi.org/10.1007/BF00289266;;;Acta Inf.;journals/acta/LevinG81;2018-11-02;;;;;281-302;;;;;A Proof Technique for Communicating Sequential Processes.;;;db/journals/acta/acta15.html#LevinG81;15;1981
277;Tero Harju|Vesa Halava;;;;;;;;;;;https://doi.org/10.1007/s00236-013-0183-5;;;Acta Inf.;journals/acta/HalavaH13;2017-05-28;;;;5-6;331-341;;;;;New proof for the undecidability of the circular PCP.;;;db/journals/acta/acta50.html#HalavaH13;50;2013
278;Jan Ramon|Maurice Bruynooghe;;;;;;;;;;;https://doi.org/10.1007/PL00013304;;;Acta Inf.;journals/acta/RamonB01;2017-06-02;;;;10;765-780;;;;;A polynomial time computable metric between point sets.;;;db/journals/acta/acta37.html#RamonB01;37;2001
279;Bengt Jonsson|Cong Quy Trinh|Lukás Holík|Ondrej Lengál|Parosh Aziz Abdulla|Tomás Vojnar;;0000-0002-2746-8792|0000-0002-3038-5875;;;;;;;;;https://doi.org/10.1007/s00236-015-0235-0;;;Acta Inf.;journals/acta/AbdullaHJLTV16;2017-06-05;;;;4;357-385;;;;;Verification of heap manipulating programs with ordered data by extended forest automata.;;;db/journals/acta/acta53.html#AbdullaHJLTV16;53;2016
280;B. Leguy|B. Ratoandromanana|Michel Latteux;;;;;;;;;;;https://doi.org/10.1007/BF00267045;;;Acta Inf.;journals/acta/LatteuxLR85;2017-05-28;;;;5;579-588;;;;;The Family of One-Counter Languages is Closed Under Quotient.;;;db/journals/acta/acta22.html#LatteuxLR85;22;1985
281;Elena Losseva|Geoff Wozniak|Lila Kari|Stavros Konstantinidis;;0000-0002-6628-067X;;;;;;;;;https://doi.org/10.1007/s00236-003-0118-7;;;Acta Inf.;journals/acta/KariKLW03;2018-11-30;;;;2;119-157;;;;;Sticky-free and overhang-free DNA languages.;;;db/journals/acta/acta40.html#KariKLW03;40;2003
282;Reinhold Franck;;;;;;;;;;;https://doi.org/10.1007/BF00289155;;;Acta Inf.;journals/acta/Franck78;2017-05-28;;;;;175-201;;;;;A Class of Linearly Parsable Graph Grammars.;;;db/journals/acta/acta10.html#Franck78;10;1978
283;Frits Dannenberg|Lubos Brim|Marta Kwiatkowska|Milan Ceska Jr.|Nicola Paoletti;;;;;;;;;;;https://doi.org/10.1007/s00236-016-0265-2;;;Acta Inf.;journals/acta/CeskaDPKB17;2018-07-26;;;;6;589-623;;;;;Precise parameter synthesis for stochastic biochemical systems.;;;db/journals/acta/acta54.html#CeskaDPKB17;54;2017
284;Elisa Bertino|Hua Wang 0002|Md. Enamul Kabir;;;;;;;;;;;https://doi.org/10.1007/s00236-010-0131-6;;k;Acta Inf.;journals/acta/KabirWB11;2018-04-27;;;;1;51-66;;;;;Efficient systematic clustering method for ;;;db/journals/acta/acta48.html#KabirWB11;48;2011
285;Thomas Giammo;;;;;;;;;;;https://doi.org/10.1007/BF00265767;;;Acta Inf.;journals/acta/Giammo76;2017-05-28;;;;;137-152;;;;;Validation of a Computer Performance Model of the Exponential Queuing Network Family.;;;db/journals/acta/acta7.html#Giammo76;7;1976
286;Jean-François Condotta|Souhila Kaci|Yakoub Salhi;;0000-0003-0100-4428;;;;;;;;;https://doi.org/10.1007/s00236-015-0228-z;;;Acta Inf.;journals/acta/CondottaKS16;2018-11-30;;;;2;149-170;;;;;Optimization in temporal qualitative constraint networks.;;;db/journals/acta/acta53.html#CondottaKS16;53;2016
287;Adrian Johnstone|Elizabeth Scott;;;;;;;;;;;https://doi.org/10.1007/s00236-004-0137-z;;;Acta Inf.;journals/acta/ScottJ04;2017-05-28;;;;6-7;459-489;;;;;Reducing non-determinism in right nulled GLR parsers.;;;db/journals/acta/acta40.html#ScottJ04;40;2004
288;Antonín Kucera|Oldrich Strazovský|Tomás Brázdil;;0000-0002-6602-8028;;;;;;;;;https://doi.org/10.1007/s00236-007-0066-8;;;Acta Inf.;journals/acta/BrazdilKS08;2018-11-30;;;;2;131-154;;;;;Deciding probabilistic bisimilarity over infinite-state probabilistic systems.;;;db/journals/acta/acta45.html#BrazdilKS08;45;2008
289;Antonella Santone|Gigliola Vaglini;;;;;;;;;;;https://doi.org/10.1007/s00236-012-0161-3;;;Acta Inf.;journals/acta/SantoneV12;2017-05-28;;;;5;313-341;;;;;Abstract reduction in directed model checking CCS processes.;;;db/journals/acta/acta49.html#SantoneV12;49;2012
290;Christel Baier|Joachim Klein 0001|Sascha Klüppelholz;;0000-0003-1724-2586;;;;;;;;;https://doi.org/10.1007/s00236-015-0239-9;;;Acta Inf.;journals/acta/0001BK15;2018-11-30;;;;4-5;443-482;;;;;Compositional construction of most general controllers.;;;db/journals/acta/acta52.html#0001BK15;52;2015
291;Christoph Seidl|Ferruccio Damiani|Ina Schaefer|Luca Padovani;;0000-0001-8109-1706|0000-0001-9097-1297;;;;;;;;;https://doi.org/10.1007/s00236-017-0293-6;;;Acta Inf.;journals/acta/DamianiPSS18;2018-11-30;;;;4;269-307;;;;;A core calculus for dynamic delta-oriented programming.;;;db/journals/acta/acta55.html#DamianiPSS18;55;2018
292;Edward G. Belaga;;;;;;;;;;;https://doi.org/10.1007/BF00276024;;;Acta Inf.;journals/acta/Belaga89;2017-05-28;;;;4;381-407;;;;;Through the Mincing Machine with a Boolean Layer Cake.;;;db/journals/acta/acta26.html#Belaga89;26;1989
293;John P. Kearns|Mary Lou Soffa;;;;;;;;;;;https://doi.org/10.1007/BF00265556;;;Acta Inf.;journals/acta/KearnsS83;2017-05-28;;;;;221-233;;;;;The Implementation of Retention in a Coroutine Environment.;;;db/journals/acta/acta19.html#KearnsS83;19;1983
294;Hsien-Kuei Hwang;;;;;;;;;;;https://doi.org/10.1007/s002360050147;;;Acta Inf.;journals/acta/Hwang98;2017-06-02;;;;11;911-919;;;;;Asymptotic Expansions of the Mergesort Recurrences.;;;db/journals/acta/acta35.html#Hwang98;35;1998
295;Jean-Marie Nicolas 0001;;;;;;;;;;;https://doi.org/10.1007/BF00263192;;;Acta Inf.;journals/acta/Nicolas82;2018-03-29;;;;;227-253;;;;;Logic for Improving Integrity Checking in Relational Data Bases.;;;db/journals/acta/acta18.html#Nicolas82;18;1982
296;Augusto Sampaio|Jim Woodcock|Juan Ignacio Perna|Juliano Iyoda;;0000-0001-7955-2702;;;;;;;;;https://doi.org/10.1007/s00236-011-0142-y;;;Acta Inf.;journals/acta/PernaWSI11;2017-06-14;;;;7-8;363-396;;;;;Correct hardware synthesis - An algebraic approach.;;;db/journals/acta/acta48.html#PernaWSI11;48;2011
297;Arto Salomaa|Derick Wood|Hermann A. Maurer;;;;;;;;;;;https://doi.org/10.1007/BF00276185;;;Acta Inf.;journals/acta/MaurerSW77;2017-05-28;;;;;75-96;;;;;EOL Forms.;;;db/journals/acta/acta8.html#MaurerSW77;8;1977
298;Hans Langmaack;;;;;;;;;;;;;;Acta Inf.;journals/acta/Langmaack73a;2017-03-29;;;;;311-333;;;;;On Procedures as Open Subroutines. I;;;db/journals/acta/acta2.html#Langmaack73a;2;1973
299;Róbert Szelepcsényi;;;;;;;;;;;https://doi.org/10.1007/BF00299636|https://www.wikidata.org/entity/Q56386805;;;Acta Inf.;journals/acta/Szelepcsenyi88;2018-11-14;;;;3;279-284;;;;;The Method of Forced Enumeration for Nondeterministic Automata.;;;db/journals/acta/acta26.html#Szelepcsenyi88;26;1988
300;Friedrich Otto|G. Bauer;;;;;;;;;;;https://doi.org/10.1007/BF00271645;;;Acta Inf.;journals/acta/BauerO84;2017-05-28;;;;;521-540;;;;;Finite Complete Rewriting Systems and the Complexity of the Word Problem.;;;db/journals/acta/acta21.html#BauerO84;21;1984
301;Anup Basil Mathew|Dietmar Berwanger|Marie van den Bogaard;;0000-0001-9206-2644;;;;;;;;;https://doi.org/10.1007/s00236-017-0306-5;oa;;Acta Inf.;journals/acta/BerwangerMB18;2018-12-26;;;;8;669-701;;;;;Hierarchical information and the synthesis of distributed strategies.;;;db/journals/acta/acta55.html#BerwangerMB18;55;2018
302;Arto Salomaa|Lucian Ilie;;;;;;;;;;;https://doi.org/10.1007/s002360050169;;;Acta Inf.;journals/acta/IlieS00;2017-06-02;;;;8;665-672;;;;;On the Expressiveness of Subset-Sum Representations.;;;db/journals/acta/acta36.html#IlieS00;36;2000
303;Hisao Kameda;;;;;;;;;;;https://doi.org/10.1007/BF00289409;;;Acta Inf.;journals/acta/Kameda83;2017-05-28;;;;;113-120;;;;;A Note on Multi-queue Scheduling of Two Tasks.;;;db/journals/acta/acta20.html#Kameda83;20;1983
304;Dirk Hauschildt|Matthias Jantzen;;;;;;;;;;;https://doi.org/10.1007/BF01178731;;;Acta Inf.;journals/acta/HauschildtJ94;2017-05-28;;;;8;719-728;;;;;Petri Net Algorithms in the Theory of Matrix Grammars.;;;db/journals/acta/acta31.html#HauschildtJ94;31;1994
305;Juha Honkala;;;;;;;;;;;https://doi.org/10.1007/s002360050134;;;Acta Inf.;journals/acta/Honkala98;2017-06-02;;;;7;625-636;;;;;Decision Problems Concerning Thinness and Slenderness of Formal Languages.;;;db/journals/acta/acta35.html#Honkala98;35;1998
306;David Gries|Dean Jacobs;;0000-0002-7005-4704;;;;;;;;;https://doi.org/10.1007/BF00290146;;;Acta Inf.;journals/acta/JacobsG85;2018-11-02;;;;1;67-83;;;;;General Correctness: A Unification of Partial and Total Correctness.;;;db/journals/acta/acta22.html#JacobsG85;22;1985
307;Jan van Leeuwen|Mark H. Overmars;;;;;;;;;;;https://doi.org/10.1007/BF00289574;;;Acta Inf.;journals/acta/LeeuwenO82;2017-05-28;;;;;345-359;;;;;Stratified Balanced Search Trees.;;;db/journals/acta/acta18.html#LeeuwenO82;18;1982
308;Derick Wood|Michael Schrapp|Thomas Ottmann;;;;;;;;;;;https://doi.org/10.1007/BF00290147;;;Acta Inf.;journals/acta/OttmannSW85;2017-05-28;;;;1;85-100;;;;;Purely Top-Down Updating Algorithms for Stratified Search Trees.;;;db/journals/acta/acta22.html#OttmannSW85;22;1985
309;Friedrich L. Bauer|Martin Wirsing;;;;;;;;;;;https://doi.org/10.1007/BF00263582;;;Acta Inf.;journals/acta/BauerW88;2017-05-28;;;;2;111-153;;;;;Crypt-Equivalent Algebraic Specifications.;;;db/journals/acta/acta25.html#BauerW88;25;1988
310;Alan J. Demers|Bernd Reusch|C. Keleman;;;;;;;;;;;https://doi.org/10.1007/BF00264358;;;Acta Inf.;journals/acta/DemersKR82;2017-05-28;;;;;349-364;;;;;On Some Decidable Properties of Finite State Translations.;;;db/journals/acta/acta17.html#DemersKR82;17;1982
311;Beate Commentz-Walter;;;;;;;;;;;https://doi.org/10.1007/BF00264580;;;Acta Inf.;journals/acta/Comments-Walter79;2017-05-28;;;;;227-243;;;;;Size-Depth Tradeoff in Monotone Boolean Formulae.;;;db/journals/acta/acta12.html#Comments-Walter79;12;1979
312;Lawrence T. Kou;;;;;;;;;;;https://doi.org/10.1007/BF00264613;;;Acta Inf.;journals/acta/Kou89;2017-05-28;;;;4;369-380;;;;;On Efficient Implementation of an Approximation Algorithm for the Steiner Tree Problem.;;;db/journals/acta/acta27.html#Kou89;27;1990
313;Alexander Meduna;;;;;;;;;;;https://doi.org/10.1007/s00236-003-0112-0;;;Acta Inf.;journals/acta/Meduna03;2017-05-28;;;;5;307-314;;;;;Coincidental extension of scattered context languages.;;;db/journals/acta/acta39.html#Meduna03;39;2003
314;Henning Fernau;;;;;;;;;;;https://doi.org/10.1007/PL00013312;;;Acta Inf.;journals/acta/Fernau01;2017-06-02;;;;7;511-540;;;;;Parallel communicating grammar systems with terminal transmission.;;;db/journals/acta/acta37.html#Fernau01;37;2001
315;M. Kempf|Rudolf Bayer|Ulrich Güntzer;;;;;;;;;;;https://doi.org/10.1007/BF00292114;;;Acta Inf.;journals/acta/KempfBG87;2017-05-28;;;;4;461-474;;;;;Time Optimal Left to Right Construction of Position Trees.;;;db/journals/acta/acta24.html#KempfBG87;24;1987
316;Eljas Soisalon-Soininen|Kim S. Larsen|Thomas Ottmann;;;;;;;;;;;https://doi.org/10.1007/PL00013303;;;Acta Inf.;journals/acta/LarsenOS01;2017-06-02;;;;10;743-763;;;;;Relaxed balance for search trees with local rebalancing.;;;db/journals/acta/acta37.html#LarsenOS01;37;2001
317;Pankaj Jalote|Yennun Huang;;;;;;;;;;;https://doi.org/10.1007/BF00263579;;;Acta Inf.;journals/acta/HuangJ89;2017-05-28;;;;6;543-557;;;;;Analytic Models for the Primary Site Approach to Fault-Tolerance.;;;db/journals/acta/acta26.html#HuangJ89;26;1989
318;Egon Börger|Klaus-Dieter Schewe;;;;;;;;;;;https://doi.org/10.1007/s00236-015-0249-7;oa;;Acta Inf.;journals/acta/BorgerS16;2018-06-26;;;;5;469-492;;;;;Concurrent abstract state machines.;;;db/journals/acta/acta53.html#BorgerS16;53;2016
319;Yiwei Jiang|Yong He;;;;;;;;;;;https://doi.org/10.1007/s00236-004-0156-9;;;Acta Inf.;journals/acta/JiangH05;2017-05-28;;;;6;315-340;;;;;Preemptive online algorithms for scheduling with machine cost.;;;db/journals/acta/acta41.html#JiangH05;41;2005
320;Iain A. Stewart;;;;;;;;;;;https://doi.org/10.1007/BF01200263;;;Acta Inf.;journals/acta/Stewart93;2017-05-28;;;;1;61-87;;;;;Logical and Schematic Characterization of Complexity Classes.;;;db/journals/acta/acta30.html#Stewart93;30;1993
321;Klaus Küspert;;;;;;;;;;;https://doi.org/10.1007/BF00263927;;;Acta Inf.;journals/acta/Kuspert83;2017-05-28;;;;;35-55;;;;;Storage Utilization in B*-Trees with a Generalized Overflow Technique.;;;db/journals/acta/acta19.html#Kuspert83;19;1983
322;Foto N. Afrati|Manolis Gergatsoulis|Rada Chirkova|Vassia Pavlaki;;;;;;;;;;;https://doi.org/10.1007/s00236-007-0046-z;;real;Acta Inf.;journals/acta/AfratiCGP07;2017-05-28;;;;5;289-321;;;;;View selection for ;;;db/journals/acta/acta44.html#AfratiCGP07;44;2007
323;Didier Y. Hinz;;;;;;;;;;;https://doi.org/10.1007/BF01178566;;;Acta Inf.;journals/acta/Hinz92;2017-05-28;;;;1;63-94;;;;;A Run-Time Load Balancing Strategy for Highly Parallel Systems.;;;db/journals/acta/acta29.html#Hinz92;29;1992
324;Yiwei Jiang|Yong He;;;;;;;;;;;https://doi.org/10.1007/s00236-007-0058-8;;;Acta Inf.;journals/acta/JiangH07;2017-05-28;;;;7-8;571-590;;;;;Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.;;;db/journals/acta/acta44.html#JiangH07;44;2007
325;Jesús N. Ravelo;;;;;;;;;;;https://doi.org/10.1007/s002360050182;;;Acta Inf.;journals/acta/Ravelo99;2017-06-02;;;;6;489-510;;;;;Two Graph Algorithms Derived.;;;db/journals/acta/acta36.html#Ravelo99;36;1999
326;Enrico Tronci|Javier Esparza;;;;;;;;;;;https://doi.org/10.1007/s00236-018-0315-z;oa;;Acta Inf.;journals/acta/EsparzaT18;2018-06-26;;;;2;89-90;;;;;Preface for the special issue GandALF 2015.;;;db/journals/acta/acta55.html#EsparzaT18;55;2018
327;Michael Rodeh|Nissim Francez|Reinhard Wilhelm|Shmuel Sagiv;;;;;;;;;;;https://doi.org/10.1007/s002360050128;;;Acta Inf.;journals/acta/SagivFRW98;2017-06-02;;;;6;457-504;;;;;A Logic-Based Approach to Program Flow Analysis.;;;db/journals/acta/acta35.html#SagivFRW98;35;1998
328;Jean-François Perrot;;;;;;;;;;;https://doi.org/10.1007/BF00289471;;;Acta Inf.;journals/acta/Perrot77;2017-05-28;;;;;399-413;;;;;Monoïdes syntactiques des langages algébriques.;;;db/journals/acta/acta7.html#Perrot77;7;1977
329;Gaston H. Gonnet|J. Alan George|Lawrence D. Rogers;;;;;;;;;;;https://doi.org/10.1007/BF00288534;;;Acta Inf.;journals/acta/GonnetRG80;2017-05-28;;;;;39-52;;;;;An Algorithmic and Complexity Analysis of Interpolation Search.;;;db/journals/acta/acta13.html#GonnetRG80;13;1980
330;Antti Valmari;;;;;;;;;;;https://doi.org/10.1007/s00236-015-0217-2;;;Acta Inf.;journals/acta/Valmari15;2017-05-28;;;;2-3;207-234;;;;;On constructibility and unconstructibility of LTS operators from other LTS operators.;;;db/journals/acta/acta52.html#Valmari15;52;2015
331;Arturo Carpi|Flavio D'Alessandro;;;;;;;;;;;https://doi.org/10.1007/s00236-009-0106-7;;;Acta Inf.;journals/acta/CarpiD09;2017-05-28;;;;8;591-607;;;;;Strongly transitive automata and the Cerný conjecture.;;;db/journals/acta/acta46.html#CarpiD09;46;2009
332;Gadi Taubenfeld|Shlomo Moran;;;;;;;;;;;https://doi.org/10.1007/s002360050034;;;Acta Inf.;journals/acta/TaubenfeldM96;2017-05-28;;;;1;1-20;;;;;Possibility and Impossibility Results in a Shared Memory Environment.;;;db/journals/acta/acta33.html#TaubenfeldM96;33;1996
333;Dominic Duggan;;;;;;;;;;;http://www.springerlink.com/index/10.1007/s00236-004-0151-1;;;Acta Inf.;journals/acta/Duggan05;2005-03-14;;;;4-5;181-220;;;;;Type-based hot swapping of running modules.;;;db/journals/acta/acta41.html#Duggan05;41;2005
334;Carlos Caleiro|Hans-Dieter Ehrich;;;;;;;;;;;https://doi.org/10.1007/s002360050167;;;Acta Inf.;journals/acta/EhrichC00;2017-06-02;;;;8;591-616;;;;;Specifying Communication in Distributed Information Systems.;;;db/journals/acta/acta36.html#EhrichC00;36;2000
335;Ingo Wegener|Mike Paterson;;;;;;;;;;;https://doi.org/10.1007/BF00289499;;;Acta Inf.;journals/acta/PatersonW86;2017-05-28;;;;2;217-221;;;;;Nearly Optimal Hierarchies for Network and Formula Size.;;;db/journals/acta/acta23.html#PatersonW86;23;1986
336;Martin Zimmermann 0002;;0000-0002-8038-2453;;;;;;;;;https://doi.org/10.1007/s00236-016-0279-9;;;Acta Inf.;journals/acta/Zimmermann18;2018-11-30;;;;2;129-152;;;;;Parameterized linear temporal logics meet costs: still not costlier than LTL.;;;db/journals/acta/acta55.html#Zimmermann18;55;2018
337;Jürgen Dingel;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0016-x;;;Acta Inf.;journals/acta/Dingel06;2017-05-28;;;;1;45-71;;;;;Compositional Analysis of C/C++ Programs with VeriSoft.;;;db/journals/acta/acta43.html#Dingel06;43;2006
338;Laurent Alonso|René Schott;;;;;;;;;;;https://doi.org/10.1007/PL00013317;;;Acta Inf.;journals/acta/AlonsoS01;2017-06-02;;;;9;653-670;;;;;On the tree inclusion problem.;;;db/journals/acta/acta37.html#AlonsoS01;37;2001
339;Alexander Meduna|Petr Zemek;;;;;;;;;;;https://doi.org/10.1007/s00236-014-0199-5;;;Acta Inf.;journals/acta/MedunaZ14;2017-05-28;;;;5;327-337;;;;;Controlled finite automata.;;;db/journals/acta/acta51.html#MedunaZ14;51;2014
340;J. V. Tucker|Neal A. Harman;;;;;;;;;;;https://doi.org/10.1007/s002360050051;;;Acta Inf.;journals/acta/HarmanT96;2017-05-28;;;;5;421-456;;;;;Algebraic Models of Microprocessors: Architecture and Organisation.;;;db/journals/acta/acta33.html#HarmanT96;33;1996
341;Terrence W. Pratt;;;;;;;;;;;https://doi.org/10.1007/BF00288882;;;Acta Inf.;journals/acta/Pratt78;2017-05-28;;;;;195-216;;;;;Program Analysis and Optimization through Kernel-Control Decomposition.;;;db/journals/acta/acta9.html#Pratt78;9;1978
342;Stéphane Coulondre;;;;;;;;;;;https://doi.org/10.1007/s00236-002-0095-2;;;Acta Inf.;journals/acta/Coulondre03;2017-06-02;;;;1;1-29;;;;;A top-down proof procedure for generalized data dependencies.;;;db/journals/acta/acta39.html#Coulondre03;39;2003
343;Nobuki Tokura|Toshiro Araki;;;;;;;;;;;https://doi.org/10.1007/BF00289261;;;Acta Inf.;journals/acta/ArakiT81;2017-05-28;;;;;209-217;;;;;Flow Languages Equal Recursively Enumerable Languages.;;;db/journals/acta/acta15.html#ArakiT81;15;1981
344;K. Vidyasankar|Sibsankar Haldar;;;;;;;;;;;https://doi.org/10.1007/s002360050040;;;Acta Inf.;journals/acta/HaldarV96;2017-05-28;;;;2;177-202;;;;;Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.;;;db/journals/acta/acta33.html#HaldarV96;33;1996
345;Brenda S. Baker|Donna J. Brown|Howard P. Katseff;;;;;;;;;;;https://doi.org/10.1007/BF00264439;;;Acta Inf.;journals/acta/BrownBK82;2017-05-28;;;;;207-225;;;;;Lower Bounds for On-Line Two-Dimensional Packing Algorithms.;;;db/journals/acta/acta18.html#BrownBK82;18;1982
346;Demetres D. Kouvatsos|Nasreddine Tabet-Aouel;;;;;;;;;;;https://doi.org/10.1007/BF00572990;; G/G/ ;Acta Inf.;journals/acta/KouvatsosT89;2017-05-28;;;;3;247-286;;;;;A Maximum Entropy Priority Approximation for a Stable ;;;db/journals/acta/acta27.html#KouvatsosT89;27;1990
347;Andrea Maggiolo-Schettini|Józef Winkowski;;;;;;;;;;;https://doi.org/10.1007/BF03036461;;;Acta Inf.;journals/acta/Maggiolo-SchettiniW96;2017-05-28;;;;6;523-546;;;;;A Kernel Language for Programmed Rewriting of (Hyper)graphs.;;;db/journals/acta/acta33.html#Maggiolo-SchettiniW96;33;1996
348;Malcolm Hole|Simon J. Gay;;;;;;;;;;;https://doi.org/10.1007/s00236-005-0177-z;;;Acta Inf.;journals/acta/GayH05;2017-05-28;;;;2-3;191-225;;;;;Subtyping for session types in the pi calculus.;;;db/journals/acta/acta42.html#GayH05;42;2005
349;Colin Stirling|Gerardo Costa;;;;;;;;;;;https://doi.org/10.1007/BF00271640;;;Acta Inf.;journals/acta/CostaS84;2017-05-28;;;;;417-441;;;;;A Fair Calculus of Communicating Systems.;;;db/journals/acta/acta21.html#CostaS84;21;1984
350;Kamala Krithivasan|Madhu Mutyam;;;;;;;;;;;https://doi.org/10.1007/s00236-002-0091-6;;;Acta Inf.;journals/acta/MutyamK02;2017-06-02;;;;10;721-734;;;;;Generalized normal form for rewriting P systems.;;;db/journals/acta/acta38.html#MutyamK02;38;2002
351;C. A. Middelburg|Jan A. Bergstra;;0000-0002-8725-0197;;;;;;;;;https://doi.org/10.1007/s00236-007-0057-9;;;Acta Inf.;journals/acta/BergstraM07;2017-06-05;;;;7-8;525-569;;;;;Synchronous cooperation for explicit multi-threading.;;;db/journals/acta/acta44.html#BergstraM07;44;2007
352;Werner Pohlmann;;;;;;;;;;;https://doi.org/10.1007/BF01178679;;;Acta Inf.;journals/acta/Pohlmann91;2017-05-28;;;;7;611-629;;;;;A Fixed Point Approach to Parallel Discrete Event Simulation.;;;db/journals/acta/acta28.html#Pohlmann91;28;1991
353;Aart Middeldorp|Hitoshi Ohsaki;;0000-0001-7366-8464;;;;;;;;;https://doi.org/10.1007/PL00013300;;;Acta Inf.;journals/acta/MiddeldorpO00;2018-11-02;;;;12;1007-1029;;;;;Type Introduction for Equational Rewriting.;;;db/journals/acta/acta36.html#MiddeldorpO00;36;2000
354;Jan Strejcek|Laura Bozzelli|Mojmír Kretínský|Vojtech Rehák;;0000-0001-9185-7111;;;;;;;;;https://doi.org/10.1007/s00236-008-0082-3;;;Acta Inf.;journals/acta/BozzelliKRS09;2017-06-14;;;;1;1-28;;;;;On decidability of LTL model checking for process rewrite systems.;;;db/journals/acta/acta46.html#BozzelliKRS09;46;2009
355;Mark H. Overmars|Michiel H. M. Smid;;;;;;;;;;;https://doi.org/10.1007/BF00289019;;;Acta Inf.;journals/acta/SmidO89;2017-05-28;;;;5;453-480;;;;;Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.;;;db/journals/acta/acta27.html#SmidO89;27;1990
356;J. W. Cohen;;;;;;;;;;;https://doi.org/10.1007/BF00264581;;;Acta Inf.;journals/acta/Cohen79;2017-05-28;;;;;245-284;;;;;The Multiple Phase Service Network with Generalized Processor Sharing.;;;db/journals/acta/acta12.html#Cohen79;12;1979
357;Richard N. Taylor;;;;;;;;;;;https://doi.org/10.1007/BF00263928;;;Acta Inf.;journals/acta/Taylor83;2017-05-28;;;;;57-84;;;;;Complexity of Analyzing the Synchronization Structure of Concurrent Programs.;;;db/journals/acta/acta19.html#Taylor83;19;1983
358;William E. Wright;;;;;;;;;;;https://doi.org/10.1007/BF00269807;;;Acta Inf.;journals/acta/Wright81;2017-05-28;;;;;3-17;;;;;Binary Search Trees in Secondary Memory.;;;db/journals/acta/acta15.html#Wright81;15;1981
359;Catherine Mongenet|Guy-René Perrin|Philippe Clauss;;;;;;;;;;;https://doi.org/10.1007/BF01192158;;;Acta Inf.;journals/acta/MongenetCP94;2017-05-28;;;;2;137-160;;;;;Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.;;;db/journals/acta/acta31.html#MongenetCP94;31;1994
360;Armin B. Cremers|Thomas N. Hibbard;;;;;;;;;;;https://doi.org/10.1007/BF00288884;;;Acta Inf.;journals/acta/CremersH78;2017-05-28;;;;;243-261;;;;;Orthogonality of Information Structures.;;;db/journals/acta/acta9.html#CremersH78;9;1978
361;Bengt Jonsson|Carl Leonardsson|Konstantinos Sagonas|Mohamed Faouzi Atig|Parosh Aziz Abdulla|Stavros Aronis;;0000-0002-1035-8378;;;;;;;;;https://doi.org/10.1007/s00236-016-0275-0;oa;;Acta Inf.;journals/acta/AbdullaAAJLS17;2018-11-30;;;;8;789-818;;;;;Stateless model checking for TSO and PSO.;;;db/journals/acta/acta54.html#AbdullaAAJLS17;54;2017
362;Andreas G. Veneris|Lefteris M. Kirousis;;;;;;;;;;;https://doi.org/10.1007/BF01177745;;;Acta Inf.;journals/acta/KirousisV95;2017-05-28;;;;2;155-170;;;;;Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.;;;db/journals/acta/acta32.html#KirousisV95;32;1995
